"","Country.Code","Year","lifeexpectancy_over_energy"
"1","ABW",1973,Inf
"2","ABW",1974,Inf
"3","ABW",1975,Inf
"4","ABW",1976,Inf
"5","ABW",1977,Inf
"6","ABW",1978,Inf
"7","ABW",1979,Inf
"8","ABW",1980,Inf
"9","ABW",1981,Inf
"10","ABW",1982,Inf
"11","ABW",1983,Inf
"12","ABW",1984,Inf
"13","ABW",1985,Inf
"14","ABW",1986,Inf
"15","ABW",1987,Inf
"16","ABW",1988,Inf
"17","ABW",1989,Inf
"18","ABW",1990,Inf
"19","ABW",1991,Inf
"20","ABW",1992,Inf
"21","ABW",1993,Inf
"22","ABW",1994,Inf
"23","ABW",1995,Inf
"24","ABW",1996,Inf
"25","ABW",1997,Inf
"26","ABW",1998,Inf
"27","ABW",1999,Inf
"28","ABW",2000,Inf
"29","ABW",2001,Inf
"30","ABW",2002,Inf
"31","ABW",2003,Inf
"32","ABW",2004,Inf
"33","ABW",2005,Inf
"34","ABW",2006,Inf
"35","ABW",2007,Inf
"36","ABW",2008,Inf
"37","ABW",2009,Inf
"38","ABW",2010,Inf
"39","ABW",2011,Inf
"40","ABW",2012,Inf
"41","ABW",2013,Inf
"42","ABW",2014,Inf
"43","ABW",2015,Inf
"44","ABW",2016,Inf
"45","ABW",2017,Inf
"46","ABW",2018,Inf
"47","ABW",2019,Inf
"48","ABW",2020,Inf
"49","ABW",2021,Inf
"50","ABW",2022,Inf
"51","AFG",1973,0.000798386584692552
"52","AFG",1974,0.00065146688206834
"53","AFG",1975,0.000760347274499947
"54","AFG",1976,0.000708427184310835
"55","AFG",1977,0.000691041603451214
"56","AFG",1978,0.000587157792060482
"57","AFG",1979,0.000698183017339177
"58","AFG",1980,0.00049298783100484
"59","AFG",1981,0.000586148178314781
"60","AFG",1982,0.000707102848794302
"61","AFG",1983,0.000622796832086468
"62","AFG",1984,0.000594780798831079
"63","AFG",1985,0.000605917133541176
"64","AFG",1986,0.000619182649214431
"65","AFG",1987,0.000658581013595712
"66","AFG",1988,0.000666851410907533
"67","AFG",1989,0.000716239583585188
"68","AFG",1990,0.000756867775615721
"69","AFG",1991,0.00109987879076293
"70","AFG",1992,0.00126707372958041
"71","AFG",1993,0.00133372494580592
"72","AFG",1994,0.00126912383957584
"73","AFG",1995,0.00136679227059681
"74","AFG",1996,0.00129507974344516
"75","AFG",1997,0.00153408147253126
"76","AFG",1998,0.00140619676527654
"77","AFG",1999,0.0010586902609217
"78","AFG",2000,0.00106805442223913
"79","AFG",2001,0.00105480772103177
"80","AFG",2002,0.000969626474752124
"81","AFG",2003,0.0010028258288697
"82","AFG",2004,0.000922542128527335
"83","AFG",2005,0.000931093031487033
"84","AFG",2006,0.000962001768062365
"85","AFG",2007,0.00101491220041987
"86","AFG",2008,0.000998946887028301
"87","AFG",2009,0.000983181208197695
"88","AFG",2010,0.00100115973695435
"89","AFG",2011,0.00096735994650787
"90","AFG",2012,0.00109028067713359
"91","AFG",2013,0.000948423275934901
"92","AFG",2014,0.000952432974427937
"93","AFG",2015,Inf
"94","AFG",2016,Inf
"95","AFG",2017,Inf
"96","AFG",2018,Inf
"97","AFG",2019,Inf
"98","AFG",2020,Inf
"99","AFG",2021,Inf
"100","AFG",2022,Inf
"101","AGO",1973,0.00181717908002362
"102","AGO",1974,0.00182340026079502
"103","AGO",1975,0.00157171329419443
"104","AGO",1976,0.00147148620154205
"105","AGO",1977,0.00135924692369096
"106","AGO",1978,0.00114053398838105
"107","AGO",1979,0.00092836807588954
"108","AGO",1980,0.000893902240971027
"109","AGO",1981,0.000899915311936958
"110","AGO",1982,0.000666967263058646
"111","AGO",1983,0.00063202901446682
"112","AGO",1984,0.000707538262733817
"113","AGO",1985,0.000544204149860446
"114","AGO",1986,0.000495344411175688
"115","AGO",1987,0.000510432794193728
"116","AGO",1988,0.000513513076712838
"117","AGO",1989,0.000521863229350023
"118","AGO",1990,0.000500402603070435
"119","AGO",1991,0.000735914319318592
"120","AGO",1992,0.000445414810948758
"121","AGO",1993,0.000453888068830073
"122","AGO",1994,0.000480922071515819
"123","AGO",1995,0.000469856376559286
"124","AGO",1996,0.000493889945327644
"125","AGO",1997,0.000490145750279433
"126","AGO",1998,0.000492835548742928
"127","AGO",1999,0.000479600458973703
"128","AGO",2000,0.000490211777652247
"129","AGO",2001,0.000507528073239076
"130","AGO",2002,0.000491848948171885
"131","AGO",2003,0.000489965860718548
"132","AGO",2004,0.00050125402021907
"133","AGO",2005,0.000508294264569306
"134","AGO",2006,0.000500830887810225
"135","AGO",2007,0.000498157665384394
"136","AGO",2008,0.000528656749733937
"137","AGO",2009,0.000509418916401759
"138","AGO",2010,0.000545626695621913
"139","AGO",2011,0.000550543930668058
"140","AGO",2012,0.000526905860995637
"141","AGO",2013,0.000535111802265955
"142","AGO",2014,0.00051007546478521
"143","AGO",2015,Inf
"144","AGO",2016,Inf
"145","AGO",2017,Inf
"146","AGO",2018,Inf
"147","AGO",2019,Inf
"148","AGO",2020,Inf
"149","AGO",2021,Inf
"150","AGO",2022,Inf
"151","ALB",1973,Inf
"152","ALB",1974,Inf
"153","ALB",1975,Inf
"154","ALB",1976,Inf
"155","ALB",1977,Inf
"156","ALB",1978,Inf
"157","ALB",1979,Inf
"158","ALB",1980,Inf
"159","ALB",1981,Inf
"160","ALB",1982,Inf
"161","ALB",1983,Inf
"162","ALB",1984,Inf
"163","ALB",1985,Inf
"164","ALB",1986,Inf
"165","ALB",1987,Inf
"166","ALB",1988,Inf
"167","ALB",1989,Inf
"168","ALB",1990,Inf
"169","ALB",1991,Inf
"170","ALB",1992,Inf
"171","ALB",1993,Inf
"172","ALB",1994,Inf
"173","ALB",1995,Inf
"174","ALB",1996,Inf
"175","ALB",1997,Inf
"176","ALB",1998,Inf
"177","ALB",1999,Inf
"178","ALB",2000,Inf
"179","ALB",2001,Inf
"180","ALB",2002,Inf
"181","ALB",2003,Inf
"182","ALB",2004,Inf
"183","ALB",2005,Inf
"184","ALB",2006,Inf
"185","ALB",2007,Inf
"186","ALB",2008,Inf
"187","ALB",2009,Inf
"188","ALB",2010,Inf
"189","ALB",2011,Inf
"190","ALB",2012,Inf
"191","ALB",2013,Inf
"192","ALB",2014,Inf
"193","ALB",2015,Inf
"194","ALB",2016,Inf
"195","ALB",2017,Inf
"196","ALB",2018,Inf
"197","ALB",2019,Inf
"198","ALB",2020,Inf
"199","ALB",2021,Inf
"200","ALB",2022,Inf
"201","AND",1973,Inf
"202","AND",1974,Inf
"203","AND",1975,Inf
"204","AND",1976,Inf
"205","AND",1977,Inf
"206","AND",1978,Inf
"207","AND",1979,Inf
"208","AND",1980,Inf
"209","AND",1981,Inf
"210","AND",1982,Inf
"211","AND",1983,Inf
"212","AND",1984,Inf
"213","AND",1985,Inf
"214","AND",1986,Inf
"215","AND",1987,Inf
"216","AND",1988,Inf
"217","AND",1989,Inf
"218","AND",1990,Inf
"219","AND",1991,Inf
"220","AND",1992,Inf
"221","AND",1993,Inf
"222","AND",1994,Inf
"223","AND",1995,Inf
"224","AND",1996,Inf
"225","AND",1997,Inf
"226","AND",1998,Inf
"227","AND",1999,Inf
"228","AND",2000,Inf
"229","AND",2001,Inf
"230","AND",2002,Inf
"231","AND",2003,Inf
"232","AND",2004,Inf
"233","AND",2005,Inf
"234","AND",2006,Inf
"235","AND",2007,Inf
"236","AND",2008,Inf
"237","AND",2009,Inf
"238","AND",2010,Inf
"239","AND",2011,Inf
"240","AND",2012,Inf
"241","AND",2013,Inf
"242","AND",2014,Inf
"243","AND",2015,Inf
"244","AND",2016,Inf
"245","AND",2017,Inf
"246","AND",2018,Inf
"247","AND",2019,Inf
"248","AND",2020,Inf
"249","AND",2021,Inf
"250","AND",2022,Inf
"251","ARE",1973,0.00140141996063114
"252","ARE",1974,0.001441168916681
"253","ARE",1975,0.00146347130850127
"254","ARE",1976,0.00149916313991393
"255","ARE",1977,0.00157764393590773
"256","ARE",1978,0.00149230122283871
"257","ARE",1979,0.00146725148590563
"258","ARE",1980,0.00151685265170662
"259","ARE",1981,0.00151111386906054
"260","ARE",1982,0.00166405920088317
"261","ARE",1983,0.00175454586671488
"262","ARE",1984,0.00178645247450449
"263","ARE",1985,0.00165887426716088
"264","ARE",1986,0.0018358089506179
"265","ARE",1987,0.00186797735914871
"266","ARE",1988,0.00187370007375887
"267","ARE",1989,0.00189194111188346
"268","ARE",1990,0.00187212025555706
"269","ARE",1991,0.00199052114136152
"270","ARE",1992,0.00202282505229353
"271","ARE",1993,0.00201590551173572
"272","ARE",1994,0.00207452207711502
"273","ARE",1995,0.00214561566811559
"274","ARE",1996,0.00217772198874979
"275","ARE",1997,0.00220358813246703
"276","ARE",1998,0.00230586132417963
"277","ARE",1999,0.00226728962029201
"278","ARE",2000,0.00230284582075551
"279","ARE",2001,0.00227945808693938
"280","ARE",2002,0.0022750306470516
"281","ARE",2003,0.002181490663294
"282","ARE",2004,0.0021959736931113
"283","ARE",2005,0.00237773351637266
"284","ARE",2006,0.00224640137541068
"285","ARE",2007,0.00220527411895298
"286","ARE",2008,0.00211351236130978
"287","ARE",2009,0.0020179741016676
"288","ARE",2010,0.00201618579068807
"289","ARE",2011,0.00201553430312205
"290","ARE",2012,0.00192516776039989
"291","ARE",2013,0.00199592431022751
"292","ARE",2014,0.00195982682039569
"293","ARE",2015,Inf
"294","ARE",2016,Inf
"295","ARE",2017,Inf
"296","ARE",2018,Inf
"297","ARE",2019,Inf
"298","ARE",2020,Inf
"299","ARE",2021,Inf
"300","ARE",2022,Inf
"301","ARG",1973,Inf
"302","ARG",1974,Inf
"303","ARG",1975,Inf
"304","ARG",1976,Inf
"305","ARG",1977,Inf
"306","ARG",1978,Inf
"307","ARG",1979,Inf
"308","ARG",1980,Inf
"309","ARG",1981,Inf
"310","ARG",1982,Inf
"311","ARG",1983,Inf
"312","ARG",1984,Inf
"313","ARG",1985,Inf
"314","ARG",1986,Inf
"315","ARG",1987,Inf
"316","ARG",1988,Inf
"317","ARG",1989,Inf
"318","ARG",1990,0.000605240896970387
"319","ARG",1991,Inf
"320","ARG",1992,Inf
"321","ARG",1993,Inf
"322","ARG",1994,Inf
"323","ARG",1995,Inf
"324","ARG",1996,Inf
"325","ARG",1997,Inf
"326","ARG",1998,Inf
"327","ARG",1999,Inf
"328","ARG",2000,Inf
"329","ARG",2001,Inf
"330","ARG",2002,Inf
"331","ARG",2003,Inf
"332","ARG",2004,0.000590595629629629
"333","ARG",2005,0.000588815255474451
"334","ARG",2006,0.000571356293706294
"335","ARG",2007,0.000572988493150685
"336","ARG",2008,Inf
"337","ARG",2009,Inf
"338","ARG",2010,Inf
"339","ARG",2011,Inf
"340","ARG",2012,Inf
"341","ARG",2013,Inf
"342","ARG",2014,Inf
"343","ARG",2015,Inf
"344","ARG",2016,Inf
"345","ARG",2017,Inf
"346","ARG",2018,Inf
"347","ARG",2019,Inf
"348","ARG",2020,Inf
"349","ARG",2021,Inf
"350","ARG",2022,Inf
"351","ARM",1973,0.000639645711136318
"352","ARM",1974,0.000640014287004967
"353","ARM",1975,0.000631156312927605
"354","ARM",1976,0.000620810091584002
"355","ARM",1977,0.000615356029444685
"356","ARM",1978,0.000614169877306152
"357","ARM",1979,0.000599171661113394
"358","ARM",1980,0.000612744831989642
"359","ARM",1981,0.000674744510261174
"360","ARM",1982,0.00068108226263453
"361","ARM",1983,0.000644807905287799
"362","ARM",1984,0.000632964879449725
"363","ARM",1985,0.000699597069054261
"364","ARM",1986,0.000685382850899506
"365","ARM",1987,0.000658264777227554
"366","ARM",1988,0.000651729546708012
"367","ARM",1989,0.000666797581303474
"368","ARM",1990,0.00073366301091227
"369","ARM",1991,0.000699667435216958
"370","ARM",1992,0.000584827134871082
"371","ARM",1993,0.000597894607875583
"372","ARM",1994,0.000576141061683574
"373","ARM",1995,0.000575490025866305
"374","ARM",1996,0.000568363484092603
"375","ARM",1997,0.000563561708573131
"376","ARM",1998,0.00056338843549743
"377","ARM",1999,0.000566344192941197
"378","ARM",2000,0.000572109910259254
"379","ARM",2001,0.000608073246228887
"380","ARM",2002,0.000639058733614378
"381","ARM",2003,0.000609740259401159
"382","ARM",2004,0.000563851452364929
"383","ARM",2005,0.000566306462038128
"384","ARM",2006,0.000525954737989831
"385","ARM",2007,0.000529886462573009
"386","ARM",2008,0.000508212665098999
"387","ARM",2009,0.000527989819855121
"388","ARM",2010,0.000513311793397429
"389","ARM",2011,0.000507158866830631
"390","ARM",2012,0.000516314628434717
"391","ARM",2013,0.000508382806060581
"392","ARM",2014,0.000497555861406891
"393","ARM",2015,Inf
"394","ARM",2016,Inf
"395","ARM",2017,Inf
"396","ARM",2018,Inf
"397","ARM",2019,Inf
"398","ARM",2020,Inf
"399","ARM",2021,Inf
"400","ARM",2022,Inf
"401","ASM",1973,Inf
"402","ASM",1974,Inf
"403","ASM",1975,Inf
"404","ASM",1976,Inf
"405","ASM",1977,Inf
"406","ASM",1978,Inf
"407","ASM",1979,Inf
"408","ASM",1980,Inf
"409","ASM",1981,Inf
"410","ASM",1982,Inf
"411","ASM",1983,Inf
"412","ASM",1984,Inf
"413","ASM",1985,Inf
"414","ASM",1986,Inf
"415","ASM",1987,Inf
"416","ASM",1988,Inf
"417","ASM",1989,Inf
"418","ASM",1990,0.000421869890037196
"419","ASM",1991,0.000412956052908719
"420","ASM",1992,0.000811402731969017
"421","ASM",1993,0.00140130700976758
"422","ASM",1994,0.00231774466150543
"423","ASM",1995,0.00192288258854361
"424","ASM",1996,0.00177164690066875
"425","ASM",1997,0.00168937540614352
"426","ASM",1998,0.00165304394499418
"427","ASM",1999,0.00170078106669027
"428","ASM",2000,0.00155895654603348
"429","ASM",2001,0.00159501452583548
"430","ASM",2002,0.00170408887658507
"431","ASM",2003,0.00160019859955169
"432","ASM",2004,0.00149602988737823
"433","ASM",2005,0.00128209886356872
"434","ASM",2006,0.00124113925124966
"435","ASM",2007,0.00113806372747623
"436","ASM",2008,0.0011046098953422
"437","ASM",2009,0.00117640445828469
"438","ASM",2010,0.00122713376449426
"439","ASM",2011,0.00111342717059011
"440","ASM",2012,0.00103194926142715
"441","ASM",2013,0.00105771196150142
"442","ASM",2014,0.00107116188423859
"443","ASM",2015,Inf
"444","ASM",2016,Inf
"445","ASM",2017,Inf
"446","ASM",2018,Inf
"447","ASM",2019,Inf
"448","ASM",2020,Inf
"449","ASM",2021,Inf
"450","ASM",2022,Inf
"451","ATG",1973,Inf
"452","ATG",1974,Inf
"453","ATG",1975,Inf
"454","ATG",1976,Inf
"455","ATG",1977,Inf
"456","ATG",1978,Inf
"457","ATG",1979,Inf
"458","ATG",1980,Inf
"459","ATG",1981,Inf
"460","ATG",1982,Inf
"461","ATG",1983,Inf
"462","ATG",1984,Inf
"463","ATG",1985,Inf
"464","ATG",1986,Inf
"465","ATG",1987,Inf
"466","ATG",1988,Inf
"467","ATG",1989,Inf
"468","ATG",1990,Inf
"469","ATG",1991,Inf
"470","ATG",1992,Inf
"471","ATG",1993,Inf
"472","ATG",1994,Inf
"473","ATG",1995,Inf
"474","ATG",1996,Inf
"475","ATG",1997,Inf
"476","ATG",1998,Inf
"477","ATG",1999,Inf
"478","ATG",2000,Inf
"479","ATG",2001,Inf
"480","ATG",2002,Inf
"481","ATG",2003,Inf
"482","ATG",2004,Inf
"483","ATG",2005,Inf
"484","ATG",2006,Inf
"485","ATG",2007,Inf
"486","ATG",2008,Inf
"487","ATG",2009,Inf
"488","ATG",2010,Inf
"489","ATG",2011,Inf
"490","ATG",2012,Inf
"491","ATG",2013,Inf
"492","ATG",2014,Inf
"493","ATG",2015,Inf
"494","ATG",2016,Inf
"495","ATG",2017,Inf
"496","ATG",2018,Inf
"497","ATG",2019,Inf
"498","ATG",2020,Inf
"499","ATG",2021,Inf
"500","ATG",2022,Inf
"501","AUS",1973,0.000249076249956176
"502","AUS",1974,0.000247305827021145
"503","AUS",1975,0.000243180238332487
"504","AUS",1976,0.000241181855080283
"505","AUS",1977,0.000228945580135035
"506","AUS",1978,0.000232004348901958
"507","AUS",1979,0.000229729564532976
"508","AUS",1980,0.000229839860463958
"509","AUS",1981,0.000237406848120685
"510","AUS",1982,0.000229360524099884
"511","AUS",1983,0.000236190074394475
"512","AUS",1984,0.000231133417212497
"513","AUS",1985,0.000236798916915041
"514","AUS",1986,0.000234539271502027
"515","AUS",1987,0.000226412302729679
"516","AUS",1988,0.000225050993460501
"517","AUS",1989,0.000218230754960624
"518","AUS",1990,0.000212015702585475
"519","AUS",1991,0.000217853773227595
"520","AUS",1992,0.000215558133440923
"521","AUS",1993,0.000209426789278782
"522","AUS",1994,0.000211600903724064
"523","AUS",1995,0.000209776183546679
"524","AUS",1996,0.000201140369730803
"525","AUS",1997,0.000198272064942596
"526","AUS",1998,0.000196973089680248
"527","AUS",1999,0.000194888120878138
"528","AUS",2000,0.000195391476375711
"529","AUS",2001,0.000204153945849246
"530","AUS",2002,0.000199491888822131
"531","AUS",2003,0.000201136099125425
"532","AUS",2004,0.000201671277096526
"533","AUS",2005,0.000202695782093242
"534","AUS",2006,0.000199021099386573
"535","AUS",2007,0.000195966802184973
"536","AUS",2008,0.000192802076283053
"537","AUS",2009,0.00019786562195272
"538","AUS",2010,0.000200237660500284
"539","AUS",2011,0.000203647121891645
"540","AUS",2012,0.000209854664060354
"541","AUS",2013,0.000213956888066994
"542","AUS",2014,0.000219319552779171
"543","AUS",2015,0.000215178611681561
"544","AUS",2016,Inf
"545","AUS",2017,Inf
"546","AUS",2018,Inf
"547","AUS",2019,Inf
"548","AUS",2020,Inf
"549","AUS",2021,Inf
"550","AUS",2022,Inf
"551","AUT",1973,0.000366352910732945
"552","AUT",1974,0.000381892761663626
"553","AUT",1975,0.000382271104731771
"554","AUT",1976,0.000353774637967126
"555","AUT",1977,0.000366551712982755
"556","AUT",1978,0.000354868644768689
"557","AUT",1979,0.000329622297511387
"558","AUT",1980,0.000336105448601859
"559","AUT",1981,0.000355371019135067
"560","AUT",1982,0.000362700102517271
"561","AUT",1983,0.000360110342323145
"562","AUT",1984,0.000348069966276383
"563","AUT",1985,0.000338809355995783
"564","AUT",1986,0.000335508273543967
"565","AUT",1987,0.000323621474818304
"566","AUT",1988,0.000321814775939972
"567","AUT",1989,0.000329365882877822
"568","AUT",1990,0.000320459101089024
"569","AUT",1991,0.000308874922559836
"570","AUT",1992,0.000320434600428022
"571","AUT",1993,0.00031943144108838
"572","AUT",1994,0.000324625839299666
"573","AUT",1995,0.00031420407864613
"574","AUT",1996,0.000296054586805528
"575","AUT",1997,0.000301374138973083
"576","AUT",1998,0.000299450144720894
"577","AUT",1999,0.00030068410091579
"578","AUT",2000,0.000305279472986934
"579","AUT",2001,0.000292673252186971
"580","AUT",2002,0.000291494838220029
"581","AUT",2003,0.000276825363841341
"582","AUT",2004,0.000276975829873381
"583","AUT",2005,0.000271688072461654
"584","AUT",2006,0.000274589742809707
"585","AUT",2007,0.000281123187247488
"586","AUT",2008,0.000280247620017783
"587","AUT",2009,0.000297513171521328
"588","AUT",2010,0.00028139838070534
"589","AUT",2011,0.000293225183994416
"590","AUT",2012,0.000295875668238863
"591","AUT",2013,0.000293438878748807
"592","AUT",2014,0.000308237823021298
"593","AUT",2015,0.000302607735022276
"594","AUT",2016,Inf
"595","AUT",2017,Inf
"596","AUT",2018,Inf
"597","AUT",2019,Inf
"598","AUT",2020,Inf
"599","AUT",2021,Inf
"600","AUT",2022,Inf
"601","AZE",1973,Inf
"602","AZE",1974,Inf
"603","AZE",1975,Inf
"604","AZE",1976,Inf
"605","AZE",1977,Inf
"606","AZE",1978,Inf
"607","AZE",1979,Inf
"608","AZE",1980,Inf
"609","AZE",1981,Inf
"610","AZE",1982,Inf
"611","AZE",1983,Inf
"612","AZE",1984,Inf
"613","AZE",1985,Inf
"614","AZE",1986,Inf
"615","AZE",1987,Inf
"616","AZE",1988,Inf
"617","AZE",1989,Inf
"618","AZE",1990,0.000279089813768387
"619","AZE",1991,0.000279414937190913
"620","AZE",1992,0.000328656309797623
"621","AZE",1993,0.000372355157157948
"622","AZE",1994,0.000415852212424788
"623","AZE",1995,0.000453241596216626
"624","AZE",1996,0.000541728560432213
"625","AZE",1997,0.000574665109433962
"626","AZE",1998,0.00056559813254216
"627","AZE",1999,0.000613536411096871
"628","AZE",2000,0.000605657582332634
"629","AZE",2001,0.000602424387417569
"630","AZE",2002,0.000607976605813441
"631","AZE",2003,0.000589195022995221
"632","AZE",2004,0.000571714383703872
"633","AZE",2005,0.000556263671524426
"634","AZE",2006,0.000577082608619751
"635","AZE",2007,0.000644678026420712
"636","AZE",2008,0.000605138181232189
"637","AZE",2009,0.000697064589927094
"638","AZE",2010,0.000734631780051848
"639","AZE",2011,0.000686456577409315
"640","AZE",2012,0.000644987224410404
"641","AZE",2013,0.000644503247997877
"642","AZE",2014,0.000639114541564652
"643","AZE",2015,Inf
"644","AZE",2016,Inf
"645","AZE",2017,Inf
"646","AZE",2018,Inf
"647","AZE",2019,Inf
"648","AZE",2020,Inf
"649","AZE",2021,Inf
"650","AZE",2022,Inf
"651","BDI",1973,Inf
"652","BDI",1974,Inf
"653","BDI",1975,Inf
"654","BDI",1976,Inf
"655","BDI",1977,Inf
"656","BDI",1978,Inf
"657","BDI",1979,Inf
"658","BDI",1980,Inf
"659","BDI",1981,Inf
"660","BDI",1982,Inf
"661","BDI",1983,Inf
"662","BDI",1984,Inf
"663","BDI",1985,Inf
"664","BDI",1986,Inf
"665","BDI",1987,Inf
"666","BDI",1988,Inf
"667","BDI",1989,Inf
"668","BDI",1990,0.000228689420997831
"669","BDI",1991,Inf
"670","BDI",1992,Inf
"671","BDI",1993,Inf
"672","BDI",1994,Inf
"673","BDI",1995,Inf
"674","BDI",1996,Inf
"675","BDI",1997,Inf
"676","BDI",1998,Inf
"677","BDI",1999,Inf
"678","BDI",2000,Inf
"679","BDI",2001,Inf
"680","BDI",2002,Inf
"681","BDI",2003,Inf
"682","BDI",2004,0.00028418516566265
"683","BDI",2005,0.000284839482758621
"684","BDI",2006,0.000294719206798867
"685","BDI",2007,0.000302679266572637
"686","BDI",2008,Inf
"687","BDI",2009,Inf
"688","BDI",2010,Inf
"689","BDI",2011,Inf
"690","BDI",2012,Inf
"691","BDI",2013,Inf
"692","BDI",2014,Inf
"693","BDI",2015,Inf
"694","BDI",2016,Inf
"695","BDI",2017,Inf
"696","BDI",2018,Inf
"697","BDI",2019,Inf
"698","BDI",2020,Inf
"699","BDI",2021,Inf
"700","BDI",2022,Inf
"701","BEL",1973,0.000131437298179909
"702","BEL",1974,0.000130754684291536
"703","BEL",1975,0.000142364185916081
"704","BEL",1976,0.00011921353630246
"705","BEL",1977,0.000136481518157573
"706","BEL",1978,0.000139868243088824
"707","BEL",1979,0.000124465655743582
"708","BEL",1980,0.000140071813048915
"709","BEL",1981,0.000131604753494589
"710","BEL",1982,0.000120225655111173
"711","BEL",1983,0.000128820675689582
"712","BEL",1984,0.000126275652030415
"713","BEL",1985,0.000115789749542272
"714","BEL",1986,0.000108261835797363
"715","BEL",1987,0.000117094466763477
"716","BEL",1988,0.000110927391646081
"717","BEL",1989,0.000110358328590211
"718","BEL",1990,0.000107050388353921
"719","BEL",1991,0.000112707044898559
"720","BEL",1992,0.000102696401563995
"721","BEL",1993,0.000100832655612126
"722","BEL",1994,9.90191510213542e-05
"723","BEL",1995,0.000101028295727038
"724","BEL",1996,0.000105314796157485
"725","BEL",1997,9.63613240505625e-05
"726","BEL",1998,9.4504295560967e-05
"727","BEL",1999,9.90854543261357e-05
"728","BEL",2000,9.64319406737459e-05
"729","BEL",2001,9.63219479595089e-05
"730","BEL",2002,9.60757879987412e-05
"731","BEL",2003,9.41826038771568e-05
"732","BEL",2004,0.000101402452317252
"733","BEL",2005,9.55664256393986e-05
"734","BEL",2006,9.6908865795845e-05
"735","BEL",2007,0.00010014203652714
"736","BEL",2008,9.85735943373836e-05
"737","BEL",2009,0.000108774307139954
"738","BEL",2010,0.000108271034659439
"739","BEL",2011,0.00010905872970847
"740","BEL",2012,0.000110232399068722
"741","BEL",2013,0.000104967846414778
"742","BEL",2014,0.000106499992301056
"743","BEL",2015,Inf
"744","BEL",2016,Inf
"745","BEL",2017,Inf
"746","BEL",2018,Inf
"747","BEL",2019,Inf
"748","BEL",2020,Inf
"749","BEL",2021,Inf
"750","BEL",2022,Inf
"751","BEN",1973,0.00671540706911591
"752","BEN",1974,0.00665804041348315
"753","BEN",1975,0.00660009462443187
"754","BEN",1976,0.00630942087681975
"755","BEN",1977,0.00652607776978948
"756","BEN",1978,0.00632415242654724
"757","BEN",1979,0.00637744154605594
"758","BEN",1980,0.00596904398579396
"759","BEN",1981,0.00610418461911858
"760","BEN",1982,0.00626793426094994
"761","BEN",1983,0.0060863317705039
"762","BEN",1984,0.00580537692892613
"763","BEN",1985,0.00571710089866995
"764","BEN",1986,0.00538929274798486
"765","BEN",1987,0.00563797465625931
"766","BEN",1988,0.00508033550232245
"767","BEN",1989,0.00467807077869648
"768","BEN",1990,0.00471232530155637
"769","BEN",1991,0.00528059652206308
"770","BEN",1992,0.00503778198712684
"771","BEN",1993,0.00486346453391895
"772","BEN",1994,0.00482576649777246
"773","BEN",1995,0.00451907398711936
"774","BEN",1996,0.00457192433946145
"775","BEN",1997,0.00445546395217704
"776","BEN",1998,0.00435487423366508
"777","BEN",1999,0.00438095522861635
"778","BEN",2000,0.00431541865342587
"779","BEN",2001,0.00408660106335315
"780","BEN",2002,0.00406610656693284
"781","BEN",2003,0.00399011751813698
"782","BEN",2004,0.00404645734521322
"783","BEN",2005,0.00401832684247745
"784","BEN",2006,0.00385451348139585
"785","BEN",2007,0.00378488099274477
"786","BEN",2008,0.0036925127661138
"787","BEN",2009,0.00359292759268201
"788","BEN",2010,0.00335562980397745
"789","BEN",2011,0.00332171902002885
"790","BEN",2012,0.00320507655793171
"791","BEN",2013,0.00322386840423561
"792","BEN",2014,0.0031259892117577
"793","BEN",2015,Inf
"794","BEN",2016,Inf
"795","BEN",2017,Inf
"796","BEN",2018,Inf
"797","BEN",2019,Inf
"798","BEN",2020,Inf
"799","BEN",2021,Inf
"800","BEN",2022,Inf
"801","BFA",1973,Inf
"802","BFA",1974,Inf
"803","BFA",1975,Inf
"804","BFA",1976,Inf
"805","BFA",1977,Inf
"806","BFA",1978,Inf
"807","BFA",1979,Inf
"808","BFA",1980,Inf
"809","BFA",1981,Inf
"810","BFA",1982,Inf
"811","BFA",1983,Inf
"812","BFA",1984,Inf
"813","BFA",1985,Inf
"814","BFA",1986,Inf
"815","BFA",1987,Inf
"816","BFA",1988,Inf
"817","BFA",1989,Inf
"818","BFA",1990,0.000504510616799526
"819","BFA",1991,Inf
"820","BFA",1992,Inf
"821","BFA",1993,Inf
"822","BFA",1994,Inf
"823","BFA",1995,Inf
"824","BFA",1996,Inf
"825","BFA",1997,Inf
"826","BFA",1998,Inf
"827","BFA",1999,Inf
"828","BFA",2000,Inf
"829","BFA",2001,Inf
"830","BFA",2002,Inf
"831","BFA",2003,Inf
"832","BFA",2004,0.000393807333333333
"833","BFA",2005,0.000393850999999999
"834","BFA",2006,0.000394086683417086
"835","BFA",2007,0.000406150623441397
"836","BFA",2008,Inf
"837","BFA",2009,Inf
"838","BFA",2010,Inf
"839","BFA",2011,Inf
"840","BFA",2012,Inf
"841","BFA",2013,Inf
"842","BFA",2014,Inf
"843","BFA",2015,Inf
"844","BFA",2016,Inf
"845","BFA",2017,Inf
"846","BFA",2018,Inf
"847","BFA",2019,Inf
"848","BFA",2020,Inf
"849","BFA",2021,Inf
"850","BFA",2022,Inf
"851","BGD",1973,Inf
"852","BGD",1974,Inf
"853","BGD",1975,Inf
"854","BGD",1976,Inf
"855","BGD",1977,Inf
"856","BGD",1978,Inf
